id_cat,name_cat,url_cat
category-5020,Electroportatif,https://www.centrale-brico.com/electroportatif
category-5021,Autre outil électroportatif,https://www.centrale-brico.com/electroportatif/autre-outil-electroportatif
category-1566,Machine multifonction,https://www.centrale-brico.com/electroportatif/autre-outil-electroportatif/machine-multifonction
category-1563,Rabot,https://www.centrale-brico.com/electroportatif/autre-outil-electroportatif/rabot
category-1564,Défonceuse,https://www.centrale-brico.com/electroportatif/autre-outil-electroportatif/defonceuse
category-1565,Mélangeur-Turbine,https://www.centrale-brico.com/electroportatif/autre-outil-electroportatif/melangeur-turbine
category-1567,Pistolet à peinture,https://www.centrale-brico.com/electroportatif/autre-outil-electroportatif/pistolet-a-peinture
category-1568,Découpeur,https://www.centrale-brico.com/electroportatif/autre-outil-electroportatif/decoupeur
category-1569,Décapeur,https://www.centrale-brico.com/electroportatif/autre-outil-electroportatif/decapeur
category-1570,Décolleuse,https://www.centrale-brico.com/electroportatif/autre-outil-electroportatif/decolleuse
category-1571,Aspirateur,https://www.centrale-brico.com/electroportatif/autre-outil-electroportatif/aspirateur
category-1572,Spatule,https://www.centrale-brico.com/electroportatif/autre-outil-electroportatif/spatule
category-1573,Fraise à lamelle,https://www.centrale-brico.com/electroportatif/autre-outil-electroportatif/fraise-a-lamelle
category-1574,Rainureuse,https://www.centrale-brico.com/electroportatif/autre-outil-electroportatif/rainureuse
category-1575,Chargeur-Batterie,https://www.centrale-brico.com/electroportatif/autre-outil-electroportatif/chargeur-batterie
category-5022,Equipement stationnaire,https://www.centrale-brico.com/electroportatif/equipement-stationnaire
category-1584,Accessoires compresseur,https://www.centrale-brico.com/electroportatif/equipement-stationnaire/accessoires-compresseur
category-1703,Machine à bois,https://www.centrale-brico.com/electroportatif/equipement-stationnaire/machine-a-bois
category-1576,Coupe carrelage,https://www.centrale-brico.com/electroportatif/equipement-stationnaire/coupe-carrelage
category-1577,Tour-Touret- Rabot,https://www.centrale-brico.com/electroportatif/equipement-stationnaire/tour-touret--rabot
category-1578,Perceuse à colonne,https://www.centrale-brico.com/electroportatif/equipement-stationnaire/perceuse-a-colonne
category-1579,Groupe d'aspiration,https://www.centrale-brico.com/electroportatif/equipement-stationnaire/groupe-d-aspiration
category-1580,Scie stationnaire,https://www.centrale-brico.com/electroportatif/equipement-stationnaire/scie-stationnaire
category-1581,Ponceuse-Fraiseuse,https://www.centrale-brico.com/electroportatif/equipement-stationnaire/ponceuse-fraiseuse
category-203,Groupe électrogène,https://www.centrale-brico.com/electroportatif/equipement-stationnaire/groupe-electrogene
category-1583,Compresseur,https://www.centrale-brico.com/electroportatif/equipement-stationnaire/compresseur
category-5304,Bétonnière,https://www.centrale-brico.com/electroportatif/equipement-stationnaire/betonniere
category-5023,Maxicraft-Dremel,https://www.centrale-brico.com/electroportatif/maxicraft-dremel
category-1590,Outillage à main de précision,https://www.centrale-brico.com/electroportatif/maxicraft-dremel/outillage-a-main-de-precision
category-1592,Tréfilerie,https://www.centrale-brico.com/electroportatif/maxicraft-dremel/trefilerie
category-1585,Machine et accessoires,https://www.centrale-brico.com/electroportatif/maxicraft-dremel/machine-et-accessoires
category-1586,Gravure-Pyrogravure,https://www.centrale-brico.com/electroportatif/maxicraft-dremel/gravure-pyrogravure
category-1587,Soudure,https://www.centrale-brico.com/electroportatif/maxicraft-dremel/soudure
category-1588,Aérographie,https://www.centrale-brico.com/electroportatif/maxicraft-dremel/aerographie
category-1589,Outils pour perceuse,https://www.centrale-brico.com/electroportatif/maxicraft-dremel/outils-pour-perceuse
category-1591,Balsa-Contreplaqué,https://www.centrale-brico.com/electroportatif/maxicraft-dremel/balsa-contreplaque
category-5024,Perceuse-Visseuse,https://www.centrale-brico.com/electroportatif/perceuse-visseuse
category-1548,Perforateur,https://www.centrale-brico.com/electroportatif/perceuse-visseuse/perforateur
category-1544,Perceuse-Visseuse sans fil,https://www.centrale-brico.com/electroportatif/perceuse-visseuse/perceuse-visseuse-sans-fil
category-1546,Visseuse,https://www.centrale-brico.com/electroportatif/perceuse-visseuse/visseuse
category-1547,Perceuse à percussion,https://www.centrale-brico.com/electroportatif/perceuse-visseuse/perceuse-a-percussion
category-1549,Boulonneuse,https://www.centrale-brico.com/electroportatif/perceuse-visseuse/boulonneuse
category-5307,Visseuse à chocs,https://www.centrale-brico.com/electroportatif/perceuse-visseuse/visseuse-a-chocs
category-5310,Perceuse-Visseuse filaire,https://www.centrale-brico.com/electroportatif/perceuse-visseuse/perceuse-visseuse-filaire
category-5025,Ponceuse-Meuleuse-Scie,https://www.centrale-brico.com/electroportatif/ponceuse-meuleuse-scie
category-1552,Ponceuse à bande,https://www.centrale-brico.com/electroportatif/ponceuse-meuleuse-scie/ponceuse-a-bande
category-1557,Scie circulaire,https://www.centrale-brico.com/electroportatif/ponceuse-meuleuse-scie/scie-circulaire
category-1556,Scie sauteuse,https://www.centrale-brico.com/electroportatif/ponceuse-meuleuse-scie/scie-sauteuse
category-1555,Ponceuse multifonction,https://www.centrale-brico.com/electroportatif/ponceuse-meuleuse-scie/ponceuse-multifonction
category-1554,Ponceuse vibrante,https://www.centrale-brico.com/electroportatif/ponceuse-meuleuse-scie/ponceuse-vibrante
category-1553,Ponceuse delta,https://www.centrale-brico.com/electroportatif/ponceuse-meuleuse-scie/ponceuse-delta
category-1551,Ponceuse excentrique,https://www.centrale-brico.com/electroportatif/ponceuse-meuleuse-scie/ponceuse-excentrique
category-1558,Scie égoïne-Sabre,https://www.centrale-brico.com/electroportatif/ponceuse-meuleuse-scie/scie-egoine-sabre
category-1550,Meuleuse,https://www.centrale-brico.com/electroportatif/ponceuse-meuleuse-scie/meuleuse
category-5415,Scie à béton,https://www.centrale-brico.com/electroportatif/ponceuse-meuleuse-scie/scie-a-beton
category-5026,Soudure,https://www.centrale-brico.com/electroportatif/soudure
category-1562,Accessoires de soudure,https://www.centrale-brico.com/electroportatif/soudure/accessoires-de-soudure
category-1559,Fer à souder,https://www.centrale-brico.com/electroportatif/soudure/fer-a-souder
category-1560,Poste à souder,https://www.centrale-brico.com/electroportatif/soudure/poste-a-souder
category-1561,Soudure flamme-Brasage,https://www.centrale-brico.com/electroportatif/soudure/soudure-flamme-brasage
category-5032,Outillage,https://www.centrale-brico.com/outillage
category-5033,Automobile,https://www.centrale-brico.com/outillage/automobile
category-1421,Cric-Chandelle,https://www.centrale-brico.com/outillage/automobile/cric-chandelle
category-1414,Clé à molette,https://www.centrale-brico.com/outillage/automobile/cle-a-molette
category-1850,Accessoire auto,https://www.centrale-brico.com/outillage/automobile/accessoire-auto
category-1415,Clé double fourche,https://www.centrale-brico.com/outillage/automobile/cle-double-fourche
category-1416,Clé mixte,https://www.centrale-brico.com/outillage/automobile/cle-mixte
category-1417,Clé à pipe,https://www.centrale-brico.com/outillage/automobile/cle-a-pipe
category-1905,Clé en tube,https://www.centrale-brico.com/outillage/automobile/cle-en-tube
category-1418,Cliquet-Douille,https://www.centrale-brico.com/outillage/automobile/cliquet-douille
category-1419,Clé 6 pans- Clé Torx,https://www.centrale-brico.com/outillage/automobile/cle-6-pans--cle-torx
category-1420,Coffret d'outils,https://www.centrale-brico.com/outillage/automobile/coffret-d-outils
category-1422,Outils garagiste,https://www.centrale-brico.com/outillage/automobile/outils-garagiste
category-5328,Chargeur de batterie,https://www.centrale-brico.com/outillage/automobile/chargeur-de-batterie
category-5034,Brosserie-Abrasif,https://www.centrale-brico.com/outillage/brosserie-abrasif
category-1455,Affûtage,https://www.centrale-brico.com/outillage/brosserie-abrasif/affutage
category-1448,Abrasif à main,https://www.centrale-brico.com/outillage/brosserie-abrasif/abrasif-a-main
category-1449,Abrasif pour machine,https://www.centrale-brico.com/outillage/brosserie-abrasif/abrasif-pour-machine
category-1450,Disque à tronçonner,https://www.centrale-brico.com/outillage/brosserie-abrasif/disque-a-tronconner
category-1451,Brosse à main,https://www.centrale-brico.com/outillage/brosserie-abrasif/brosse-a-main
category-1452,Ramonage,https://www.centrale-brico.com/outillage/brosserie-abrasif/ramonage
category-1453,Brosse pour perceuse,https://www.centrale-brico.com/outillage/brosserie-abrasif/brosse-pour-perceuse
category-1454,Meule pour touret,https://www.centrale-brico.com/outillage/brosserie-abrasif/meule-pour-touret
category-5035,Coupe,https://www.centrale-brico.com/outillage/coupe
category-1395,Couteau multifonction,https://www.centrale-brico.com/outillage/coupe/couteau-multifonction
category-1396,Couteau à dégainer,https://www.centrale-brico.com/outillage/coupe/couteau-a-degainer
category-1397,Ciseau-Coupe fils,https://www.centrale-brico.com/outillage/coupe/ciseau-coupe-fils
category-1391,Cutter,https://www.centrale-brico.com/outillage/coupe/cutter
category-1392,Couteau,https://www.centrale-brico.com/outillage/coupe/couteau
category-1393,Couteau de loisirs,https://www.centrale-brico.com/outillage/coupe/couteau-de-loisirs
category-1394,Gratte-vitres,https://www.centrale-brico.com/outillage/coupe/gratte-vitres
category-5036,Frappe,https://www.centrale-brico.com/outillage/frappe
category-1407,Outils carrossier,https://www.centrale-brico.com/outillage/frappe/outils-carrossier
category-1413,Emporte pièce-Coupe joint,https://www.centrale-brico.com/outillage/frappe/emporte-piece-coupe-joint
category-1412,Pointeau-Chasse pointe,https://www.centrale-brico.com/outillage/frappe/pointeau-chasse-pointe
category-1411,Broche-Chevillette-Burin,https://www.centrale-brico.com/outillage/frappe/broche-chevillette-burin
category-1410,Sculpture sur pierre,https://www.centrale-brico.com/outillage/frappe/sculpture-sur-pierre
category-1409,Maillet,https://www.centrale-brico.com/outillage/frappe/maillet
category-1408,Masse-Massette,https://www.centrale-brico.com/outillage/frappe/masse-massette
category-1406,Marteau,https://www.centrale-brico.com/outillage/frappe/marteau
category-5037,Outils Bâtiment,https://www.centrale-brico.com/outillage/outils-batiment
category-1457,Outils carrelage-parquet,https://www.centrale-brico.com/outillage/outils-batiment/outils-carrelage-parquet
category-1466,Outils plaquiste-Couvreur,https://www.centrale-brico.com/outillage/outils-batiment/outils-plaquiste-couvreur
category-1465,Pince à décoffrer-Barre à mine,https://www.centrale-brico.com/outillage/outils-batiment/pince-a-decoffrer-barre-a-mine
category-1464,Outils de coffreur-Pelle-Pioche,https://www.centrale-brico.com/outillage/outils-batiment/outils-de-coffreur-pelle-pioche
category-1463,Machine à crépir,https://www.centrale-brico.com/outillage/outils-batiment/machine-a-crepir
category-1462,Auge-Seau,https://www.centrale-brico.com/outillage/outils-batiment/auge-seau
category-1461,Truelle-Taloche,https://www.centrale-brico.com/outillage/outils-batiment/truelle-taloche
category-1460,Outil tapissier,https://www.centrale-brico.com/outillage/outils-batiment/outil-tapissier
category-1459,Pinceau-Rouleau,https://www.centrale-brico.com/outillage/outils-batiment/pinceau-rouleau
category-1458,Couteau à enduire,https://www.centrale-brico.com/outillage/outils-batiment/couteau-a-enduire
category-1456,Outils vitre,https://www.centrale-brico.com/outillage/outils-batiment/outils-vitre
category-5038,Outils à bois,https://www.centrale-brico.com/outillage/outils-a-bois
category-1398,Ciseau à bois,https://www.centrale-brico.com/outillage/outils-a-bois/ciseau-a-bois
category-1405,Coffret d'outils à bois,https://www.centrale-brico.com/outillage/outils-a-bois/coffret-d-outils-a-bois
category-1404,Fer de rabot,https://www.centrale-brico.com/outillage/outils-a-bois/fer-de-rabot
category-1403,Lime-Rape,https://www.centrale-brico.com/outillage/outils-a-bois/lime-rape
category-1402,Rabot-rape et Surform,https://www.centrale-brico.com/outillage/outils-a-bois/rabot-rape-et-surform
category-1401,Rabot Guillaume,https://www.centrale-brico.com/outillage/outils-a-bois/rabot-guillaume
category-1400,Rabot à bois,https://www.centrale-brico.com/outillage/outils-a-bois/rabot-a-bois
category-1399,Racloir-Vastringue,https://www.centrale-brico.com/outillage/outils-a-bois/racloir-vastringue
category-5339,Accessoire pour défonceuse,https://www.centrale-brico.com/outillage/outils-a-bois/accessoire-pour-defonceuse
category-5340,Bloc de poussée,https://www.centrale-brico.com/outillage/outils-a-bois/bloc-de-poussee
category-5039,Perçage-Fraisage,https://www.centrale-brico.com/outillage/percage-fraisage
category-1375,Perçage Béton-Verre,https://www.centrale-brico.com/outillage/percage-fraisage/percage-beton-verre
category-1374,Perçage Métaux,https://www.centrale-brico.com/outillage/percage-fraisage/percage-metaux
category-1377,Fraise-Défonceuse,https://www.centrale-brico.com/outillage/percage-fraisage/fraise-defonceuse
category-1378,Extracteur-Taraud,https://www.centrale-brico.com/outillage/percage-fraisage/extracteur-taraud
category-1379,Accessoires de perçage,https://www.centrale-brico.com/outillage/percage-fraisage/accessoires-de-percage
category-1380,Coffret forêts mixtes,https://www.centrale-brico.com/outillage/percage-fraisage/coffret-forets-mixtes
category-1376,Perçage Bois,https://www.centrale-brico.com/outillage/percage-fraisage/percage-bois
category-5279,Perçage Céramique,https://www.centrale-brico.com/outillage/percage-fraisage/percage-ceramique
category-5040,Pince-Tenaille,https://www.centrale-brico.com/outillage/pince-tenaille
category-1428,Pince universelle,https://www.centrale-brico.com/outillage/pince-tenaille/pince-universelle
category-1430,Pince coupante,https://www.centrale-brico.com/outillage/pince-tenaille/pince-coupante
category-1431,Pince téléphone,https://www.centrale-brico.com/outillage/pince-tenaille/pince-telephone
category-1432,Pince à dénuder,https://www.centrale-brico.com/outillage/pince-tenaille/pince-a-denuder
category-1433,Pince circlips,https://www.centrale-brico.com/outillage/pince-tenaille/pince-circlips
category-1434,Pince à avoyer,https://www.centrale-brico.com/outillage/pince-tenaille/pince-a-avoyer
category-1435,Pince-étau,https://www.centrale-brico.com/outillage/pince-tenaille/pince-etau
category-1437,Coupe boulon-Cisaille,https://www.centrale-brico.com/outillage/pince-tenaille/coupe-boulon-cisaille
category-1436,Tenaille,https://www.centrale-brico.com/outillage/pince-tenaille/tenaille
category-1728,Pince à Bec,https://www.centrale-brico.com/outillage/pince-tenaille/pince-a-bec
category-1427,Pince de précision,https://www.centrale-brico.com/outillage/pince-tenaille/pince-de-precision
category-1429,Pince multiprise,https://www.centrale-brico.com/outillage/pince-tenaille/pince-multiprise
category-5041,Plomberie,https://www.centrale-brico.com/outillage/plomberie
category-1424,Coupe tube-Ebavureur,https://www.centrale-brico.com/outillage/plomberie/coupe-tube-ebavureur
category-1426,Débouchage,https://www.centrale-brico.com/outillage/plomberie/debouchage
category-1425,Cintrage,https://www.centrale-brico.com/outillage/plomberie/cintrage
category-1423,Clé serre-tube,https://www.centrale-brico.com/outillage/plomberie/cle-serre-tube
category-5042,Sciage,https://www.centrale-brico.com/outillage/sciage
category-1383,Scie à guichet,https://www.centrale-brico.com/outillage/sciage/scie-a-guichet
category-1382,Lame de scie,https://www.centrale-brico.com/outillage/sciage/lame-de-scie
category-1388,Boîte à onglet,https://www.centrale-brico.com/outillage/sciage/boite-a-onglet
category-1389,Scie à métaux,https://www.centrale-brico.com/outillage/sciage/scie-a-metaux
category-1390,Scie maquettiste,https://www.centrale-brico.com/outillage/sciage/scie-maquettiste
category-1381,Scie cloche-Trépan,https://www.centrale-brico.com/outillage/sciage/scie-cloche-trepan
category-1387,Scie à onglet,https://www.centrale-brico.com/outillage/sciage/scie-a-onglet
category-1385,Scie à dos,https://www.centrale-brico.com/outillage/sciage/scie-a-dos
category-1384,Scie japonaise,https://www.centrale-brico.com/outillage/sciage/scie-japonaise
category-1386,Scie égoïne,https://www.centrale-brico.com/outillage/sciage/scie-egoine
category-5043,Vissage,https://www.centrale-brico.com/outillage/vissage
category-1438,Tournevis de précision,https://www.centrale-brico.com/outillage/vissage/tournevis-de-precision
category-1442,Coffret de tournevis,https://www.centrale-brico.com/outillage/vissage/coffret-de-tournevis
category-1443,Tournevis isolé,https://www.centrale-brico.com/outillage/vissage/tournevis-isole
category-1446,Tournevis Torx,https://www.centrale-brico.com/outillage/vissage/tournevis-torx
category-1444,Tournevis plat,https://www.centrale-brico.com/outillage/vissage/tournevis-plat
category-1445,Tournevis cruciforme,https://www.centrale-brico.com/outillage/vissage/tournevis-cruciforme
category-1447,Tournevis Pozidriv,https://www.centrale-brico.com/outillage/vissage/tournevis-pozidriv
category-1441,Porte embout,https://www.centrale-brico.com/outillage/vissage/porte-embout
category-1440,Embout de vissage,https://www.centrale-brico.com/outillage/vissage/embout-de-vissage
category-1439,Tournevis spéciaux,https://www.centrale-brico.com/outillage/vissage/tournevis-speciaux
category-5280,Boîte à vis,https://www.centrale-brico.com/outillage/vissage/boite-a-vis
category-5000,Atelier-Chantier,https://www.centrale-brico.com/atelier-chantier
category-5001,Chariot-Levage-Serrage,https://www.centrale-brico.com/atelier-chantier/chariot-levage-serrage
category-1496,Treuil-Palan-Poulie,https://www.centrale-brico.com/atelier-chantier/chariot-levage-serrage/treuil-palan-poulie
category-1495,Lève plaque,https://www.centrale-brico.com/atelier-chantier/chariot-levage-serrage/leve-plaque
category-1494,Chariot-Diable,https://www.centrale-brico.com/atelier-chantier/chariot-levage-serrage/chariot-diable
category-1500,Brouette,https://www.centrale-brico.com/atelier-chantier/chariot-levage-serrage/brouette
category-1499,Etau-Enclume,https://www.centrale-brico.com/atelier-chantier/chariot-levage-serrage/etau-enclume
category-1498,Presse-Serre joint,https://www.centrale-brico.com/atelier-chantier/chariot-levage-serrage/presse-serre-joint
category-1497,Sangle-Sandow,https://www.centrale-brico.com/atelier-chantier/chariot-levage-serrage/sangle-sandow
